"Atelocynus","Crypturellus","Cuniculus","Dasyprocta","Dasypus","Didelphis","Eira","Herpailurus","Hydrochoerus","Leopardus","Mazama","Metachirus","Mitu","Myrmecophaga","Nasua","Nothocrax","Odontophorus","Panthera","Pecari","Penelope","Priodontes","Procyon","Psophia","Puma","Sciurus","Speothos","Sylvilagus","Tamandua","Tapirus","Tayassu","Tinamus"
0,0,3,87,0,0,6,0,0,9,60,0,0,3,0,0,0,3,17,8,0,0,0,3,0,0,0,0,0,6,3
0,0,0,55,42,0,0,0,0,0,8,0,0,3,12,0,0,0,42,0,0,0,6,0,0,0,0,0,0,0,0
0,0,14,63,36,0,0,0,0,0,24,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,12
12,0,0,26,29,0,0,0,0,5,14,0,0,0,0,0,0,0,19,0,0,0,3,6,0,0,0,0,0,0,3
0,2,0,3,9,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,0,5,70,14,0,0,0,0,0,3,0,12,3,35,0,0,0,0,0,0,0,89,0,0,0,0,3,0,6,3
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9,0,0,0,0,0,20,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,23,0
0,0,0,22,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,28,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,8,18,33,0,3,0,0,0,6,14,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,0,6
0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,17,19,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,22,11,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,3,6,21,50,0,0,0,0,3,0,0,168,0,0,0,0,0,23,0,0,0,21,0,0,0,0,3,0,272,3
0,0,12,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,32,0
0,0,0,15,6,0,0,0,0,0,26,0,66,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0,0,3,9,2,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,6,6
0,0,0,0,3,0,8,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,13,0
0,0,3,31,15,0,3,0,0,0,23,0,14,6,1,0,0,0,3,0,3,0,22,0,0,0,0,0,0,0,6
3,6,0,29,0,0,3,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
0,0,15,0,57,0,0,0,0,0,94,0,72,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
0,0,6,24,0,0,3,0,0,0,21,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,15,0,0,0,16,0,0,3,6,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0
0,0,12,25,3,0,11,0,0,0,32,0,17,0,35,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0
3,0,23,12,27,0,6,0,0,0,34,0,21,12,18,0,0,0,20,6,0,0,3,0,0,0,0,0,0,15,0
10,0,6,28,10,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,0,5
3,0,0,55,18,0,6,0,0,0,39,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,100,9
0,0,2,16,3,0,0,0,0,0,5,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
0,0,27,105,0,0,0,0,0,0,39,0,0,0,9,0,0,3,0,0,0,45,0,0,0,0,0,0,12,0,0
0,0,0,23,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,3
0,3,0,18,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
0,22,0,43,3,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,3,26,58,66,6,0,0,0,3,56,0,25,2,6,0,0,0,27,9,3,0,58,0,0,0,0,6,6,2,14
0,0,0,24,0,0,0,0,0,0,3,0,7,0,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,11,0,0,0,0,7,6,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,37,0
9,6,12,17,6,3,0,0,0,0,5,0,0,0,12,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,18,99,48,0,15,0,0,3,20,0,168,0,18,15,3,0,3,0,12,0,21,0,3,0,0,0,0,3,32
0,0,0,8,15,0,0,0,0,0,12,0,22,2,0,0,0,3,0,6,0,0,6,2,0,0,0,0,0,79,0
0,0,6,9,6,0,0,0,0,3,6,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,39,3
0,9,9,23,0,0,0,0,0,0,8,0,102,0,3,0,0,0,9,0,0,0,10,0,0,0,0,0,0,18,21
0,0,0,13,22,0,0,0,0,0,57,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0
0,3,40,12,24,0,3,0,0,0,44,0,3,0,18,1,0,0,3,0,0,0,21,0,0,0,0,0,0,90,17
0,0,0,22,19,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,6
0,0,0,111,0,0,0,0,0,0,144,0,35,0,12,0,0,0,12,0,3,0,0,3,0,0,0,3,0,140,0
0,0,46,27,18,0,3,0,0,0,43,0,23,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,6,0,0,0,0,0,0,0,14,0,9,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,6,0
0,0,56,21,6,0,6,0,0,0,17,0,23,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3
3,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17
0,6,0,55,0,0,0,0,0,0,50,0,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,14
0,0,3,48,0,0,0,0,0,3,17,0,27,0,0,0,0,0,40,0,9,0,0,0,0,0,0,0,0,0,0
0,0,6,3,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,23,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0
0,0,0,18,0,0,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,0
0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,42,52,0,0,0,0,0,0,0,34,0,23,0,0,3,74,0,6,0,17,0,0,0,0,0,0,0,0
0,0,0,207,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,6
0,3,15,0,32,0,0,0,0,0,132,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,51,0
1,0,0,0,13,0,1,0,0,0,99,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18,116,23,0,0,0,0,0,378,0,71,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,87,60
0,0,0,45,0,0,0,0,0,0,116,0,44,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,18,133,19
0,0,6,205,23,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,67,0,23
0,0,0,9,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,6,349,33,0,0,0,0,0,147,0,3,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,15,3,0,0,0,0,5,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0
0,0,0,16,4,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,11,0
0,0,0,33,0,0,0,0,0,0,0,0,18,0,0,0,0,0,208,6,0,0,40,18,0,0,0,0,0,0,0
3,0,6,46,12,0,0,0,0,0,42,0,3,0,32,0,0,0,15,6,0,0,41,0,0,0,0,0,6,0,0
0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,3,33,30,0,0,0,0,0,41,0,11,0,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3
0,0,0,18,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
3,0,0,108,33,0,0,0,0,0,24,0,71,0,9,0,0,0,0,0,0,0,33,0,0,0,0,0,0,87,38
0,0,6,16,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,0,18,0,0
3,0,6,55,0,0,0,0,0,0,12,0,3,0,0,9,0,0,5,0,0,0,12,3,15,0,0,0,0,3,3
0,65,0,58,0,0,0,0,0,0,15,0,6,0,3,0,0,0,17,0,0,0,5,0,0,0,0,0,0,3,34
0,3,20,41,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,8,6,6,0,0,0,0,0,0,0,42,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,41
0,0,82,218,6,0,0,0,0,3,21,0,24,0,3,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,6
0,0,2,69,3,0,0,0,0,0,0,0,32,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,89,0
0,0,3,94,0,0,0,3,0,0,56,0,79,0,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,42,29,0,0,0,0,0,0,12,0,28,0,8,0,0,0,6,6,0,0,3,0,0,0,0,3,9,0,0
0,0,0,3,24,0,0,0,0,8,47,0,9,9,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,23,11,27,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,15,12,0,0,0,0,0,30,0,26,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0
3,0,9,22,0,0,3,0,0,0,32,0,0,0,23,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,6
0,0,0,6,0,0,0,0,0,3,46,0,0,0,0,0,0,0,30,0,0,0,32,0,0,0,0,0,0,54,0
0,0,0,3,3,0,0,0,0,3,0,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,21,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
0,0,0,45,3,0,78,0,0,2,3,0,0,0,0,0,0,0,3,3,17,0,11,0,0,0,0,3,0,0,0
0,3,8,25,0,0,3,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0
0,21,20,118,102,6,0,0,0,0,0,0,31,0,0,0,0,0,17,0,0,0,52,0,0,0,0,0,0,55,0
0,0,0,28,58,0,0,0,0,0,64,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0
0,0,0,78,45,0,0,0,0,3,39,0,0,0,71,0,0,0,16,0,0,0,6,3,0,0,0,3,0,0,0
0,0,11,63,35,0,0,0,0,0,37,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
0,0,0,18,4,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0
0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,11,6,12,0,0,0,0,0,79,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,23,9,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,68,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
0,0,29,115,6,0,0,0,0,0,18,0,57,0,15,0,0,0,15,0,0,3,0,0,0,0,0,0,0,7,0
0,0,0,14,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,66,44,0,0,3,0,0,0,15,0,25,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,47,14,0,0,0,0,0,26,0,0,6,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,15,0,160,34,0,0,0,0,0,6,0,56,0,0,0,0,0,0,22,0,0,36,0,3,0,0,0,0,0,6
0,0,0,38,3,0,0,0,0,0,91,0,2,6,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
3,0,0,32,56,0,0,0,0,3,9,0,0,34,0,0,0,0,0,0,17,0,83,0,0,0,0,0,3,0,0
0,0,0,47,3,0,0,0,0,17,107,0,10,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0
3,0,3,19,35,0,0,0,0,0,105,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3
0,0,9,36,20,0,0,0,0,0,6,0,3,0,12,0,0,0,0,22,0,0,49,0,0,0,0,0,0,180,0
0,0,0,0,8,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
0,0,6,38,11,0,0,0,0,0,9,0,6,0,28,0,0,0,0,3,0,0,0,0,0,0,0,0,3,28,6
0,0,0,12,2,0,6,0,0,0,26,0,45,3,6,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0
3,0,0,18,0,0,6,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
0,3,0,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,3,0,0
0,0,0,28,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,5,0,3,3,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,9,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,2,47,0,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,129,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0,143,42,0,0,0,0,0,0,0,39,0,6,0,0,0,0,0,0,0,30,0,0,0,0,3,0,0,0
0,0,0,5,0,0,0,0,0,0,6,0,8,0,0,0,0,0,14,0,5,0,0,3,0,0,0,0,0,0,0
0,0,6,32,3,0,0,0,0,15,40,0,184,0,3,0,0,0,0,9,3,0,3,0,0,0,0,0,0,48,9
3,0,0,69,12,0,0,0,0,2,24,0,49,3,6,0,0,0,9,0,0,0,38,0,0,0,0,0,0,70,12
0,0,19,37,23,26,0,0,0,0,57,0,24,0,0,0,0,0,0,17,0,5,16,3,6,0,0,0,18,50,40
3,3,6,21,14,0,0,0,0,6,62,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0
3,11,3,76,14,0,0,0,0,4,32,0,264,0,3,100,0,4,0,10,0,0,0,0,0,0,0,0,6,3,22
0,0,0,16,12,0,0,0,0,0,25,0,44,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,30,0
0,0,0,8,5,0,0,0,0,0,49,0,21,0,10,0,0,0,4,0,0,0,22,0,0,0,0,0,0,0,0
0,0,3,14,0,0,3,0,0,0,46,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0
3,0,0,16,5,0,0,0,0,6,6,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,26,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
3,0,6,9,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,5
0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,29,0
3,0,6,11,3,0,0,0,0,0,9,0,3,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,23,12,0,0,0,0,0,18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,26,9,0,19,0,0,3,55,0,12,3,9,0,0,0,3,0,0,0,34,0,3,0,0,3,0,55,6
0,0,0,54,3,0,0,0,0,0,47,0,23,0,3,0,0,0,0,0,0,0,56,0,0,0,0,0,0,40,3
0,3,3,43,42,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,11,61,30,0,3,0,0,6,69,0,51,0,6,0,0,0,3,0,0,0,3,0,0,0,0,0,0,46,9
0,0,0,11,0,0,0,0,0,0,12,0,47,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,64,6
0,0,13,8,5,0,0,0,0,0,16,0,42,5,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,46,0
0,5,9,25,12,0,4,0,0,0,5,0,0,0,4,0,0,4,10,8,0,0,0,0,0,0,0,0,0,0,0
0,12,9,89,12,0,3,0,0,6,142,0,3,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,0
0,0,0,36,3,0,2,0,0,3,13,0,29,0,0,0,0,0,32,0,0,0,10,2,0,8,0,0,0,40,9
0,8,9,46,35,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0
0,0,0,0,3,0,0,0,0,0,13,0,121,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,82,0
0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0
0,0,3,67,21,0,0,0,0,3,32,0,33,0,9,0,0,0,58,0,6,3,3,0,0,0,0,6,3,209,9
0,0,176,178,26,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,62,18,4,0,0,0,0,0,14,0,0,9,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6
0,0,99,83,8,0,0,0,0,3,12,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,17,107,5,0,6,0,0,0,23,0,60,0,0,0,0,0,31,6,3,0,9,0,3,0,0,0,0,0,0
0,0,23,165,63,0,0,0,0,3,72,0,164,3,0,0,0,0,21,0,0,0,55,0,0,0,0,0,0,92,29
0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,23,43,0,0,0,0,0,0,3,0,9,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,137,3
0,6,41,0,19,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,3,0,0,37
0,0,0,43,9,9,0,0,0,0,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
0,0,12,94,58,0,3,0,0,2,49,0,0,0,12,0,0,0,12,0,6,0,15,0,0,0,0,0,0,152,23
0,0,6,32,10,0,0,0,0,0,6,0,0,0,0,0,0,0,28,0,4,0,0,0,0,0,0,0,0,8,9
0,0,6,14,15,0,0,6,0,0,0,0,13,0,0,0,0,0,18,0,0,0,11,0,0,0,0,6,0,0,0
0,28,36,96,14,0,0,0,0,0,6,0,127,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,41,0,56
0,0,54,3,9,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21
0,0,5,13,9,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,11,80,3,0,0,0,0,2,9,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,110,6
0,0,0,53,18,0,0,0,0,0,126,0,6,6,41,0,0,0,0,0,0,0,35,0,3,0,0,0,0,81,0
0,0,6,70,6,0,0,0,0,0,16,0,33,0,65,0,0,0,17,0,9,0,26,0,0,0,0,12,0,138,3
0,12,0,77,71,0,0,18,0,3,3,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0
0,0,9,88,21,0,6,0,0,0,0,0,22,0,0,0,0,0,23,0,0,0,16,0,0,0,0,0,9,0,0
27,0,12,13,13,0,0,0,0,0,19,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,5,0,8,3,0,0,0,0,5,15,0,24,0,8,0,0,3,14,0,0,0,0,0,0,0,0,3,3,0,29
6,9,85,155,48,3,3,0,0,8,32,0,398,0,42,0,0,0,51,0,0,0,43,59,0,0,0,6,0,0,0
0,0,5,40,13,0,0,0,0,0,3,0,23,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,10,3,0
0,0,0,17,57,23,0,0,0,0,53,0,0,9,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,154,9
3,6,0,37,14,0,0,0,0,3,8,0,36,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,28
3,0,12,357,27,0,0,0,0,0,69,0,30,3,9,0,0,6,63,0,0,0,65,0,0,0,0,0,44,0,6
0,0,0,0,0,0,0,0,0,0,17,0,19,0,3,0,0,0,23,0,0,0,10,0,0,0,0,0,20,0,0
0,0,0,6,3,0,0,0,0,0,30,0,24,0,24,0,0,0,432,0,0,0,18,0,0,0,0,0,0,0,6
0,3,16,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,23
